Fitness,,,,,,,,,,,Best fitness of population on every 10 generations,,,Best fitness of population on every generations
928,928,928,928,928,928,928,928,885,928,,923.7,,,586
928,928,928,928,928,928,928,882,928,928,,923.4,,,591
928,928,928,928,928,928,882,928,928,931,,923.7,,,590
931,931,931,931,931,883,931,932,932,932,,926.5,,,591
932,932,932,932,884,932,932,932,932,932,,927.2,,,591
932,932,932,888,932,932,932,932,932,932,,927.6,,,591
932,932,882,932,932,932,932,932,932,932,,927,,,591
932,882,932,932,932,932,932,932,932,932,,927,,,591
882,933,933,933,933,933,933,933,933,933,,927.9,,,551
933,933,933,933,933,933,933,933,933,882,,927.9,,,597
933,933,933,933,933,933,933,933,882,933,,927.9,,,598
933,933,933,933,933,933,933,893,933,933,,929,,,598
933,933,933,933,933,933,884,933,933,933,,928.1,,,598
933,933,933,933,933,882,933,933,933,933,,927.9,,,608
933,933,933,933,884,933,933,933,933,933,,928.1,,,608
933,933,933,884,933,933,933,933,934,934,,928.3,,,608
934,934,884,934,934,934,934,934,934,934,,929,,,608
934,884,934,934,934,934,934,934,934,934,,929,,,608
889,934,934,934,934,934,934,934,934,934,,929.5,,,583
934,934,934,934,934,934,934,934,934,882,,928.8,,,614
934,934,934,934,934,934,934,934,882,934,,928.8,,,615
934,934,934,934,934,934,934,882,934,934,,928.8,,,616
934,934,934,934,934,934,882,934,934,934,,928.8,,,616
934,934,934,934,934,889,934,934,934,934,,929.5,,,617
934,934,934,934,885,934,934,934,934,934,,929.1,,,620
934,934,934,885,934,934,934,934,934,934,,929.1,,,622
934,934,885,934,934,934,934,934,934,934,,929.1,,,624
934,885,934,934,934,934,934,934,934,934,,929.1,,,624
885,934,934,934,934,934,934,934,934,934,,929.1,,,597
934,934,934,934,934,934,934,934,934,888,,929.4,,,626
934,934,934,934,934,934,934,934,887,934,,929.3,,,627
934,934,934,934,934,934,934,885,934,934,,929.1,,,627
934,934,934,934,934,934,885,934,934,934,,929.1,,,629
934,934,934,934,934,885,934,934,934,934,,929.1,,,631
934,934,934,934,886,934,934,934,934,934,,929.2,,,631
934,934,934,885,934,934,935,935,935,935,,929.5,,,631
935,935,888,935,935,935,935,935,935,935,,930.3,,,633
935,889,935,935,935,935,935,935,935,935,,930.4,,,633
887,935,935,935,935,935,935,935,935,935,,930.2,,,607
935,935,935,935,935,935,935,935,935,887,,930.2,,,634
935,935,935,935,935,935,935,935,889,935,,930.4,,,636
935,935,935,935,935,935,935,889,935,935,,930.4,,,636
935,935,935,935,935,935,887,935,935,935,,930.2,,,636
935,935,935,935,935,887,935,935,935,935,,930.2,,,636
935,935,935,935,889,935,935,935,935,935,,930.4,,,636
935,935,935,888,935,935,935,935,935,935,,930.3,,,636
935,935,887,935,935,935,935,935,935,935,,930.2,,,638
935,887,935,935,935,935,935,935,935,935,,930.2,,,638
887,935,935,935,935,935,935,935,935,935,,930.2,,,607
935,935,935,935,935,935,935,935,935,887,,930.2,,,638
935,935,935,935,935,935,935,935,889,935,,930.4,,,638
935,935,935,935,935,935,935,889,935,935,,930.4,,,638
935,935,935,935,935,935,889,935,935,935,,930.4,,,639
935,935,935,935,935,889,935,935,935,935,,930.4,,,639
935,935,935,935,887,935,935,935,935,935,,930.2,,,639
935,935,935,887,935,935,935,935,935,935,,930.2,,,639
935,935,889,935,935,935,935,935,935,935,,930.4,,,639
935,889,935,935,935,935,935,935,935,935,,930.4,,,639
891,935,935,935,935,935,935,935,935,935,,930.6,,,607
935,935,935,935,935,935,935,935,935,889,,930.4,,,639
935,935,935,935,935,935,935,935,890,935,,930.5,,,639
935,935,935,935,935,935,935,889,935,935,,930.4,,,639
935,935,935,935,935,935,896,935,935,935,,931.1,,,639
935,935,935,935,935,891,935,935,935,935,,930.6,,,642
935,935,935,935,889,935,935,935,935,935,,930.4,,,642
935,935,935,890,935,935,935,935,935,936,,930.6,,,643
936,936,890,936,936,936,936,936,936,936,,931.4,,,643
936,890,936,936,936,936,936,936,936,936,,931.4,,,655
890,936,936,936,936,936,936,936,936,936,,931.4,,,612
936,936,936,936,936,936,936,936,938,890,,931.6,,,654
938,938,938,938,938,938,938,938,890,938,,933.2,,,654
938,938,938,938,938,938,938,890,938,938,,933.2,,,654
938,938,938,938,938,938,890,938,940,940,,933.6,,,655
940,940,940,940,940,890,940,940,940,940,,935,,,664
940,940,940,940,896,940,940,940,940,940,,935.6,,,665
940,940,940,890,940,940,940,940,940,940,,935,,,662
940,940,890,940,940,940,940,940,940,940,,935,,,665
940,891,940,940,940,940,940,940,940,940,,935.1,,,668
890,940,940,940,940,940,940,940,940,940,,935,,,625
940,940,940,940,940,940,940,940,940,890,,935,,,670
940,940,940,940,940,940,940,940,890,940,,935,,,675
940,940,940,940,940,940,940,890,940,940,,935,,,675
940,940,940,940,940,940,891,940,940,940,,935.1,,,675
940,940,940,940,940,891,940,940,940,940,,935.1,,,683
940,940,940,940,892,940,940,940,940,940,,935.2,,,687
940,940,940,891,940,940,940,940,940,940,,935.1,,,687
940,940,892,940,940,940,940,940,940,940,,935.2,,,694
940,893,940,940,940,940,940,940,940,940,,935.3,,,685
894,940,940,940,940,940,940,940,940,940,,935.4,,,657
940,940,940,940,940,940,940,940,940,894,,935.4,,,694
940,940,940,940,940,942,942,942,894,940,,936,,,694
940,940,940,940,940,940,940,894,940,940,,935.4,,,694
940,940,940,940,940,940,894,940,940,940,,935.4,,,694
940,940,940,940,940,897,940,940,940,940,,935.7,,,695
940,940,940,940,896,940,940,940,940,940,,935.6,,,702
940,940,940,895,940,940,940,940,940,940,,935.5,,,705
940,940,897,940,940,940,940,941,941,941,,936,,,709
941,895,941,941,941,941,941,941,941,941,,936.4,,,709
899,941,941,941,941,941,941,941,941,941,,936.8,,,674
941,941,941,941,941,941,941,941,941,895,,936.4,,,713
941,941,941,941,941,941,941,941,895,941,,936.4,,,713
941,941,941,941,941,941,941,895,941,941,,936.4,,,713
941,942,942,942,942,942,895,942,942,942,,937.2,,,715
942,942,942,942,942,892,942,942,942,942,,937,,,715
942,942,942,942,892,942,942,942,942,942,,937,,,715
942,942,942,893,942,942,942,942,942,942,,937.1,,,717
944,944,892,944,944,944,944,944,944,944,,938.8,,,717
944,892,945,945,945,945,945,945,945,945,,939.6,,,718
896,947,947,947,947,947,947,947,947,947,,941.9,,,682
947,947,947,947,947,947,947,947,947,901,,942.4,,,721
947,947,947,947,947,947,947,947,901,947,,942.4,,,721
948,948,948,948,948,948,948,899,948,948,,943.1,,,725
948,948,948,948,948,948,904,948,948,948,,943.6,,,725
948,948,948,948,948,902,948,948,949,948,,943.5,,,725
949,949,949,949,913,949,949,949,949,949,,945.4,,,725
950,950,950,919,950,950,950,951,951,952,,947.3,,,731
952,953,921,954,955,955,955,955,955,955,,951,,,731
955,923,957,957,957,957,957,957,957,968,,954.5,,,731
942,968,968,968,968,968,968,968,968,968,,965.4,,,683
968,968,968,968,968,968,968,968,968,943,,965.5,,,732
968,968,968,968,968,968,968,968,945,968,,965.7,,,736
969,969,969,969,969,969,969,942,969,969,,966.3,,,736
969,969,969,969,969,969,941,,,,,965,,,732
,,,,,,,,,,,,,,732
,,,,,,,,,,,,,,732
,,,,,,,,,,,,,,732
,,,,,,,,,,,,,,732
,,,,,,,,,,,,,,732
,,,,,,,,,,,,,,683
,,,,,,,,,,,,,,732
,,,,,,,,,,,,,,733
,,,,,,,,,,,,,,733
,,,,,,,,,,,,,,733
,,,,,,,,,,,,,,733
,,,,,,,,,,,,,,733
,,,,,,,,,,,,,,733
,,,,,,,,,,,,,,747
,,,,,,,,,,,,,,747
,,,,,,,,,,,,,,717
,,,,,,,,,,,,,,742
,,,,,,,,,,,,,,742
,,,,,,,,,,,,,,747
,,,,,,,,,,,,,,747
,,,,,,,,,,,,,,747
,,,,,,,,,,,,,,747
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,729
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,759
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,780
,,,,,,,,,,,,,,780
,,,,,,,,,,,,,,754
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,755
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,758
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,765
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,767
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,767
,,,,,,,,,,,,,,783
,,,,,,,,,,,,,,787
,,,,,,,,,,,,,,787
,,,,,,,,,,,,,,787
,,,,,,,,,,,,,,787
,,,,,,,,,,,,,,789
,,,,,,,,,,,,,,789
,,,,,,,,,,,,,,789
,,,,,,,,,,,,,,789
,,,,,,,,,,,,,,773
,,,,,,,,,,,,,,789
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,775
,,,,,,,,,,,,,,792
,,,,,,,,,,,,,,794
,,,,,,,,,,,,,,794
,,,,,,,,,,,,,,794
,,,,,,,,,,,,,,794
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,776
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,776
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,776
,,,,,,,,,,,,,,795
,,,,,,,,,,,,,,797
,,,,,,,,,,,,,,797
,,,,,,,,,,,,,,797
,,,,,,,,,,,,,,797
,,,,,,,,,,,,,,797
,,,,,,,,,,,,,,797
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,778
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,777
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,777
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,799
,,,,,,,,,,,,,,799
,,,,,,,,,,,,,,781
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,800
,,,,,,,,,,,,,,800
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,798
,,,,,,,,,,,,,,800
,,,,,,,,,,,,,,800
,,,,,,,,,,,,,,800
,,,,,,,,,,,,,,800
,,,,,,,,,,,,,,779
,,,,,,,,,,,,,,801
,,,,,,,,,,,,,,801
,,,,,,,,,,,,,,801
,,,,,,,,,,,,,,801
,,,,,,,,,,,,,,801
,,,,,,,,,,,,,,802
,,,,,,,,,,,,,,802
,,,,,,,,,,,,,,802
,,,,,,,,,,,,,,802
,,,,,,,,,,,,,,782
,,,,,,,,,,,,,,802
,,,,,,,,,,,,,,802
,,,,,,,,,,,,,,803
,,,,,,,,,,,,,,803
,,,,,,,,,,,,,,803
,,,,,,,,,,,,,,803
,,,,,,,,,,,,,,803
,,,,,,,,,,,,,,804
,,,,,,,,,,,,,,804
,,,,,,,,,,,,,,786
,,,,,,,,,,,,,,804
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,789
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,784
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,805
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,785
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,785
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,788
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,810
,,,,,,,,,,,,,,810
,,,,,,,,,,,,,,810
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,790
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,789
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,816
,,,,,,,,,,,,,,817
,,,,,,,,,,,,,,819
,,,,,,,,,,,,,,819
,,,,,,,,,,,,,,819
,,,,,,,,,,,,,,821
,,,,,,,,,,,,,,819
,,,,,,,,,,,,,,821
,,,,,,,,,,,,,,796
,,,,,,,,,,,,,,821
,,,,,,,,,,,,,,824
,,,,,,,,,,,,,,824
,,,,,,,,,,,,,,824
,,,,,,,,,,,,,,824
,,,,,,,,,,,,,,836
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,804
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,842
,,,,,,,,,,,,,,806
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,806
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,845
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,807
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,808
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,846
,,,,,,,,,,,,,,809
,,,,,,,,,,,,,,848
,,,,,,,,,,,,,,848
,,,,,,,,,,,,,,848
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,811
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,849
,,,,,,,,,,,,,,850
,,,,,,,,,,,,,,850
,,,,,,,,,,,,,,850
,,,,,,,,,,,,,,850
,,,,,,,,,,,,,,851
,,,,,,,,,,,,,,851
,,,,,,,,,,,,,,851
